Ticker,Group,BreakFeven Price,1% at Risk,3% at Risk,5% at Risk,Proposed Price
BED,A,20250,28862.94,31413.96,32654.75,32650
ACL,B,5630,8118.41,8790.0,9137.0,8790
BII,A,2500,5428.18,6452.85,7046.0,7050
ADG,B,21750,29257.38,31233.0,32221.9,31250
BKC,D,1070,2527.36,3069.08,3397.0,1070
ADS,C,21750,27989.75,29744.25,30725.25,28000
BLF,D,1530,2084.0,2264.43,2358.0,1530
AGG,B,25550,32559.96,34216.27,35218.4,34200
BNA,B,15900,24855.08,27652.68,28895.0,27650
AGM,B,5450,12433.0,14833.16,16139.3,14850
BPC,B,3540,6059.37,6799.0,7191.0,6800
BSC,Not enough data,7650,10298.0,10963.06,11330.55,Not enough data
AMD,B,540,1460.0,1786.0,1966.2000000000003,1790
BST,B,3410,6395.94,7375.639999999999,7888.0,7380
ANV,C,11600,18151.04,19902.0,20958.3,18150
BTS,B,1750,3970.91,4747.0,5207.0,4750
BTW,A,8510,15636.47,17615.47,18716.45,18700
APC,B,9730,13506.78,14729.67,15363.45,14750
BXH,B,6190,7681.0,8035.0,8226.0,8040
APH,B,11300,18960.739999999998,21156.87,22336.45,21150
C69,Not enough data,2430,5210.43,6156.0,6668.0,Not enough data
ASM,B,3300,6260.14,7251.0599999999995,7872.0,7250
C92,C,730,1845.0,2243.0,2465.0,1840
ASP,C,7200,9976.66,10814.14,11270.9,9980
CAG,A,3350,7694.49,8994.939999999999,9759.0,9760
AST,C,30450,39677.76,42080.41,43398.35,39700
CAN,B,7070,14727.6,17030.0,18335.0,17050
BBC,B,21850,32792.32,36660.9,38796.3,36650
CAP,B,53200,62846.2,65973.84,67268.0,66000
BCE,B,6330,9238.63,10021.26,10462.0,10000
CEO,D,2850,5266.96,5932.88,6308.8,2850
BCG,B,7980,11882.04,13142.28,13787.8,13150
CET,B,1510,2625.0,3039.44,3319.4,3040
BCM,B,20600,28633.06,30820.18,31979.3,30800
CIA,Not enough data,6110,9368.32,10213.48,10743.0,Not enough data
CJC,D,6500,9625.0,10463.0,10896.75,6500
BFC,B,9240,15726.4,17818.0,18988.0,17800
CKV,A,5010,7999.61,8785.0,9214.0,9210
BHN,A,27100,37721.56,40864.34,42526.45,42550
CLH,A,16900,21242.96,22387.0,22912.4,22900
BKG,B,3810,5513.0,6077.38,6371.0,6080
CLM,B,16000,24248.55,27106.15,28750.75,27100
BMC,A,4410,9974.75,11844.0,12871.5,12850
CMC,C,1300,2692.2799999999997,3098.0,3314.0,2690
BMP,A,30300,37792.2,39838.6,40927.0,40950
CMS,C,470,1289.38,1595.0,1767.0,1290
BRC,B,7720,10523.119999999999,11363.0,11760.0,11350
CPC,B,8760,12604.37,13844.22,14509.0,13850
BTP,B,7930,10885.09,11656.0,12056.0,11650
CSC,C,34400,50910.07,55821.85,58218.1,50900
BTT,A,24150,33278.28,35625.76,36911.0,36900
CTB,C,12650,17631.54,19034.62,19804.7,17650
BWE,C,21650,29436.38,31403.51,32565.7,29450
C32,B,15800,21866.67,23289.02,24051.0,23300
CTC,C,930,2221.0,2681.0,2958.0,2220
C47,C,5400,8008.639999999999,8682.74,9082.0,8010
CTP,B,1520,2673.48,3063.0,3284.0,3060
CAV,B,32300,42029.15,44412.45,45756.75,44400
CTT,C,5050,7398.72,8122.16,8503.6,7400
CCI,A,7480,11652.8,12960.0,13681.0,13700
CTX,C,2200,3838.0,4331.47,4590.0,3840
CVN,A,3470,4988.0,5489.0,5751.0,5750
CCL,B,2250,5175.59,6149.54,6698.950000000001,6150
CX8,C,2820,4076.0,4431.0,4622.0,4080
CDC,C,4130,6870.18,7648.0,8068.950000000001,6870
D11,Not enough data,8410,14089.62,15583.29,16374.0,Not enough data
CEE,C,2510,5088.58,5894.74,6372.0,5090
DAD,A,8740,13973.48,15373.61,16256.7,16250
CHP,C,12700,15480.0,16154.51,16491.0,15500
DAE,A,8130,12458.13,13807.39,14458.0,14450
CIG,D,2030,3790.0,4311.88,4622.0,2030
DC2,C,1070,3261.7799999999997,4131.0,4629.0,3260
CII,C,8330,11683.3,12606.0,13123.5,11700
DDG,C,30350,34042.44,34960.0,35371.55,34050
CKG,C,11300,16963.12,18343.28,19166.6,16950
DHP,A,6180,8020.0,8457.54,8712.0,8710
CLC,A,16600,23401.95,25100.0,25933.25,25950
DHT,B,32200,37880.32,39216.74,39889.0,39200
CLL,A,17450,23692.69,25471.0,26414.0,26400
DIH,C,4000,10700.0,13248.5,14804.5,10700
CLW,A,9510,15297.630000000001,16823.08,17661.45,17650
DL1,B,1170,2925.62,3587.0,3995.0,3590
CMG,B,31000,42224.76,45188.08,46773.6,45200
DNC,A,9820,21596.28,25141.0,27053.0,27050
CMV,A,2870,5484.0,6321.0,6769.0,6770
DNM,C,9290,16135.36,18137.54,19210.8,16150
CMX,B,3670,6400.6,7265.8,7803.0,7270
DNP,C,6800,10793.4,11933.0,12522.0,10800
CNG,A,20650,27085.72,29071.0,30037.6,30050
DP3,A,54200,73164.4,79603.5,83102.5,83100
COM,A,6620,14518.72,17255.48,18902.4,18900
DPC,A,2790,6522.6,7881.8,8721.0,8720
DS3,A,2450,3805.23,4251.69,4491.0,4490
CRC,D,2330,4745.0599999999995,5500.0,5913.0,2330
DST,B,870,1928.0,2253.1099999999997,2436.0,2250
CRE,A,7210,13236.78,15085.67,16075.45,16100
DTD,A,11700,18912.56,20981.32,22085.4,22100
CSM,C,8690,11475.53,12364.59,12841.65,11500
DVG,B,2460,5402.0,6397.4,6955.0,6400
CSV,A,21900,31242.32,34166.92,35708.0,35700
DXP,A,7570,12068.4,13262.8,14013.0,14000
CTD,A,32150,44199.44,47742.99,49605.65,49600
CTF,B,11500,14450.29,15182.0,15547.0,15200
DZM,D,2430,4139.36,4733.0,5047.0,2430
CTI,C,6820,9896.74,10762.0,11222.85,9900
EBS,B,4650,6390.0,6861.85,7103.75,6860
CVT,B,15500,23059.0,25428.32,26556.1,25450
ECI,A,27550,35658.76,37605.12,38758.6,38750
D2D,A,18950,29458.2,32349.9,33876.0,33900
EID,A,11950,16195.38,17327.28,17909.95,17900
DAG,D,2440,3689.0,3997.3199999999997,4167.0,2440
FID,A,1030,2352.0,2783.48,3025.0,3020
DAH,C,2320,4509.0,5152.0,5508.9,4510
GDW,A,4370,9358.68,11036.0,11949.4,11950
DAT,B,4720,9171.92,10942.76,11939.0,10950
GIC,A,8650,12521.84,13837.26,14571.0,14550
DBC,B,22500,34870.0,38006.369999999995,39693.85,38000
GKM,B,12550,17737.0,19157.18,19899.95,19150
DBD,A,28500,35609.35,37388.0,38364.0,38350
GLT,A,8820,16664.86,18901.72,20106.1,20100
DBT,C,5730,8674.19,9609.14,10131.95,8670
GMA,B,29100,41151.36,44126.31,45859.15,44150
DC4,B,5600,8151.39,8808.0,9181.95,8810
GMX,B,7680,12759.96,14122.61,14873.0,14100
DCL,C,14400,21117.87,23137.87,24223.9,21100
HAD,A,7610,10692.0,11587.42,12043.7,12050
DCM,A,7300,12858.0,14529.02,15474.1,15450
HAT,B,7760,11496.9,12528.0,13056.0,12550
DGC,A,76900,103520.56,112421.6,116500.4,116500
HCC,B,5570,7590.37,8115.11,8383.0,8120
DGW,A,20850,44891.66,52398.0,57372.3,57400
HCT,A,4260,6888.21,7871.89,8403.1,8400
DHA,A,25950,34203.05,36266.05,37365.5,37350
HDA,B,13800,18185.78,19273.0,19952.0,19250
DHC,A,47650,65358.95,70062.1,72512.25,72500
HEV,B,1170,3226.06,4233.36,4833.0,4230
DHG,A,59100,73716.08,77288.36,79081.6,79100
HGM,A,16800,24066.0,25771.18,26640.3,26650
DHM,B,8370,10283.0,10768.0,11021.0,10750
HHC,D,15300,29557.47,34007.89,36429.0,15300
DIG,C,12200,19244.47,21137.47,22331.45,19250
HHG,C,750,1655.52,1947.0,2101.6000000000004,1660
DLG,D,810,1954.0,2333.12,2550.2000000000003,810
HJS,A,14950,20952.78,22934.18,23963.6,23950
DMC,A,32400,42987.76,45703.41,47072.1,47050
HKT,B,1560,2896.0,3251.6499999999996,3461.0,3250
DPG,B,18150,30933.1,34503.78,36790.5,34500
HLC,D,2620,5549.4400000000005,6676.0,7323.0,2620
DPM,A,11150,17755.88,20043.0,21304.7,21300
HLD,B,17000,23093.6,24948.4,25879.0,24950
DPR,A,38850,51266.62,54511.47,56225.15,56200
HMH,A,6670,10016.32,10877.0,11419.2,11400
DQC,C,10700,15329.300000000001,16491.1,17214.5,15350
HOM,C,3330,5356.0,6067.26,6418.0,5360
DRC,A,14750,21490.7,23275.05,24204.5,24200
HPM,B,6790,8451.99,8859.0,9065.0,8860
HTC,A,13450,19388.32,20962.96,21775.8,21800
DRH,C,6030,10369.75,11599.75,12258.0,10350
DRL,A,42100,48736.26,50789.78,51804.3,51800
HTP,C,1830,6250.74,8115.219999999999,9201.35,6250
DSN,A,28350,34115.0,35500.44,36193.8,36200
DTA,C,9250,12963.8,14130.25,14772.75,12950
HUT,C,3660,5738.78,6473.67,6854.45,5740
DTL,C,19150,25002.94,27265.46,28298.4,25000
HVT,B,17950,27443.6,29965.0,31430.75,29950
DTT,B,8360,10316.26,10884.89,11173.0,10900
ICG,C,2140,4006.77,4516.0,4798.0,4010
DVP,A,30200,40553.840000000004,43100.16,44542.6,44550
IDC,C,21650,31231.28,34490.14,36538.0,31250
DXG,A,7580,12067.96,13307.0,13986.8,14000
IDJ,C,13600,20908.24,23085.48,24123.8,20900
DXS,A,9150,14601.81,16126.81,16937.0,16950
IDV,Not enough data,26600,38718.24,41914.2,43716.7,Not enough data
INC,B,2500,4789.32,5427.0,5787.8,5430
DXV,B,890,1779.33,2100.99,2281.0,2100
INN,B,20100,26146.56,27944.72,28868.8,27950
ELC,B,14100,19870.83,21402.14,22340.15,21400
ITQ,B,750,2026.54,2538.62,2885.0,2540
EMC,C,8180,12127.15,13094.0,13625.25,12150
EVE,B,7520,10911.24,11955.24,12437.4,11950
KDM,A,940,2051.0,2536.0,2810.0,2810
EVG,A,4200,6844.68,7593.0,8040.8,8040
KHS,B,7690,12215.220000000001,13805.37,14719.7,13800
FCM,B,3480,4915.62,5326.0,5551.0,5330
KKC,A,2160,6660.0,8412.0,9439.9,9440
FCN,C,4140,7053.9,7968.74,8532.9,7050
KLF,B,1250,2087.04,2420.0,2614.1000000000004,2420
FDC,B,2330,5149.5,6060.5,6571.0,6060
KMT,B,3110,5188.0,5751.0,6042.0,5750
FIR,A,18900,26004.79,27820.0,28787.65,28800
FIT,A,3440,5573.46,6344.38,6758.0,6760
KSD,B,540,1256.78,1541.0,1704.0,1540
FLC,B,3840,5929.2,6672.32,7133.0,6670
KSQ,A,1320,2809.0,3260.02,3559.85,3560
FMC,B,23350,33668.23,36292.42,37681.0,36300
KST,A,15750,20474.2,21712.6,22305.0,22300
FPT,A,56000,72666.8,77108.0,79178.5,79200
KTS,C,1910,4957.72,6174.0,6979.0,4960
FRT,B,12200,21621.4,24447.0,26074.0,24450
KTT,C,900,2347.46,2894.0,3232.0,2350
FTM,D,1390,2147.5299999999997,2431.0,2606.0,1390
KVC,C,840,1974.31,2368.8599999999997,2574.0,1970
GAB,B,166100,178512.72,181359.0,182809.0,181400
L14,A,41700,60959.41,66271.66,69243.7,69200
GAS,A,57200,77999.02,83276.42,86171.7,86200
L18,C,15350,23884.04,26945.16,28671.3,23900
GDT,A,29400,39831.6,42396.56,43965.4,43950
L35,D,1510,2506.0,2795.0,2945.0,1510
GEG,C,8570,12077.47,13079.0,13636.0,12100
L40,C,7960,14659.12,16785.52,17977.0,14650
GEX,C,9070,13785.0,15098.19,15771.0,13800
GIL,A,27900,42209.56,46297.0,48443.35,48450
L43,C,410,1229.0,1561.0,1744.0,1230
GMC,B,6110,10809.0,12581.51,13557.0,12600
L61,C,1170,2435.85,2843.5499999999997,3070.0,2440
L62,C,2200,3253.0,3531.0,3678.0,3250
GMD,B,25150,34775.4,37357.0,38697.0,37350
LAS,B,6730,10423.0,11657.0,12300.0,11650
GSP,B,7260,10736.0,11621.0,12172.0,11600
LBE,C,7820,13747.89,15515.34,16454.0,13750
GTA,B,6710,10430.0,11438.22,11967.35,11450
LCD,C,7920,9830.74,10335.48,10564.8,9830
GTN,A,7430,10909.720000000001,11814.54,12334.0,12350
LCS,D,800,1717.4,2008.0,2161.0,800
GVR,A,15050,22211.28,24603.88,25794.8,25800
LDP,C,3340,6075.57,6920.0,7367.0,6080
HAG,B,2090,2937.38,3221.14,3372.0,3220
LHC,A,35050,51211.32,56329.68,58956.0,59000
LIG,C,3260,5437.0,6136.94,6528.0,5440
HAH,A,33650,47302.2,50843.76,52807.8,52800
LM7,D,490,1401.97,1724.0,1905.0,490
HAI,B,850,1661.0,1949.0,2109.4,1950
LUT,Not enough data,870,2066.71,2478.0,2703.0,Not enough data
HAP,B,5230,7833.04,8839.42,9350.9,8840
MAC,C,2070,3602.34,4057.02,4296.0,3600
MAS,C,10200,19296.87,22105.87,23550.45,19300
HAR,B,1900,3182.0,3535.0,3718.0,3540
MBG,A,1430,3394.42,4088.0,4505.1,4510
HAS,B,4250,6882.07,7571.0,7950.0,7570
MCC,B,5980,7827.88,8295.0,8533.0,8300
HAX,A,6850,11075.4,12267.0,12930.0,12950
MCF,B,2840,4660.32,5227.0,5549.0,5230
HBC,C,3690,6965.0,8002.0,8555.0,6960
MCO,C,880,1814.0,2100.2799999999997,2262.0,1810
MDC,C,1680,4100.0,5197.0,5839.450000000001,4100
HCD,B,1600,3602.86,4274.0,4644.0,4270
MED,C,9400,17007.6,19033.95,20106.75,17000
HDC,B,39700,56505.58,61103.01,63688.75,61100
MEL,B,5690,9309.32,10305.48,10929.0,10300
HDG,C,27350,39670.04,43185.0,44947.4,39650
MHL,D,400,1091.0,1365.0,1550.0,400
HHP,B,3760,6396.0,7334.0,7840.0,7330
MIM,D,2040,4095.0,4698.33,5038.55,2040
HHS,A,1590,3058.0,3537.0,3781.3,3780
MKV,C,16600,21708.84,23112.76,23800.0,21700
MST,C,7080,10308.08,11322.84,11937.4,10300
HID,C,1150,2591.73,3056.38,3317.0,2590
NAG,C,4430,6278.74,6781.0,7030.85,6280
HII,B,6760,10721.12,11745.36,12249.0,11750
NAP,A,2340,4864.4,5623.1,6019.0,6020
HMC,A,14150,19277.99,20851.97,21638.65,21650
NBC,C,9290,14517.7,16188.6,17209.25,14500
HNG,D,2210,3603.0,3987.0,4201.0,2210
NBP,A,4390,7233.96,8051.0,8484.0,8480
HOT,B,7600,13949.14,16387.0,17746.7,16400
NBW,A,1260,4789.68,6262.76,7147.0,7150
HPG,A,24350,35356.12,38387.18,40072.8,40050
NDN,A,8780,13157.54,14293.0,14966.1,14950
HPX,C,12200,18689.86,20486.58,21426.0,18700
NDX,B,3100,5095.0,5596.0,5869.0,5600
NET,A,29900,38596.02,41323.03,42745.05,42750
HQC,C,540,1280.0,1532.97,1674.9500000000003,1280
NFC,A,6780,9245.08,9929.04,10266.8,10250
HRC,C,6210,17233.44,21199.22,23508.7,17250
NHC,A,11500,18708.74,20597.88,21620.0,21600
HSG,A,10900,20156.06,23017.13,24671.3,24650
NRC,B,7000,11381.63,12570.78,13285.0,12550
NSH,C,4820,8110.0199999999995,9430.22,10132.9,8110
HSL,B,1510,3230.0,3788.0,4093.3,3790
NST,B,2070,3646.0,4117.0,4367.35,4120
HT1,B,11850,16335.92,17684.22,18289.4,17700
NTH,A,17700,25373.71,27292.71,28307.85,28300
HTI,B,9760,13359.8,14254.0,14793.0,14250
NTP,B,25850,35493.4,37922.4,39080.0,37900
HTL,B,6690,10813.08,11995.0,12613.05,12000
OCH,C,1870,3301.0,3828.0,4112.0,3300
HTN,B,16250,25867.48,28455.48,30020.4,28450
ONE,C,2680,4213.0,4617.02,4875.7,4210
HTV,A,6600,9734.0,10487.58,10901.3,10900
PBP,B,2270,4624.93,5336.0,5715.0,5340
HU1,B,3280,5236.88,5933.0,6309.0,5930
PCE,A,7060,10944.04,12242.4,12875.8,12900
HU3,C,2780,4411.0,4826.0,5055.0,4410
PCG,B,1770,4129.0,4971.0,5435.0,4970
HUB,A,9480,14942.8,16473.0,17283.0,17300
PCT,A,1210,2740.0,3300.0,3665.0,3660
HVH,B,3670,5349.0,5915.0,6231.0,5920
PDB,B,4850,7631.22,8417.0,8829.55,8420
HVN,C,11750,16681.3,17977.0,18685.0,16700
PDC,D,640,1545.48,1896.0,2108.0,640
HVX,B,2500,4640.02,5265.0,5582.7,5260
PEN,C,3170,4957.17,5563.17,5838.0,4960
IBC,Not enough data,14700,17205.0,17846.0,18176.0,Not enough data
PGN,B,6960,10825.77,11874.21,12517.35,11850
ICT,C,9190,13737.42,14995.0,15636.7,13750
PGS,C,13200,19439.84,21176.52,22113.2,19450
IDI,B,1730,3089.21,3523.63,3796.0,3520
PGT,A,2050,4412.7,5251.72,5740.0,5740
IJC,B,10000,15684.0,17433.5,18411.5,17450
PHN,A,14300,21934.7,24629.0,26099.0,26100
PHP,A,11650,18323.13,20269.78,21301.0,21300
ILB,C,15650,22214.25,24273.5,25326.25,22200
IMP,A,41750,54039.47,57077.67,58879.35,58900
PIA,A,10750,16076.25,17552.0,18310.75,18300
PIC,A,3310,5625.96,6303.88,6664.8,6660
ITA,B,1710,3121.8,3578.3999999999996,3865.0,3580
ITC,Not enough data,6800,9765.9,10596.0,11037.5,Not enough data
PJC,B,5200,9836.0,11108.0,11798.15,11100
ITD,C,9530,13662.75,14995.25,15685.0,13650
PLC,B,14550,24045.84,26633.78,28038.0,26650
PMB,A,4620,7479.91,8361.73,8813.55,8810
JVC,Not enough data,1450,2726.39,3148.0,3394.0,Not enough data
KBC,B,10050,19171.14,22075.26,23625.4,22100
PMC,A,27000,39171.36,42416.0,44097.7,44100
KDC,B,39550,47082.72,48961.32,49877.2,48950
PMP,C,5650,8284.7,9122.1,9530.0,8280
KDH,A,24950,31356.17,33251.17,34376.0,34400
PMS,A,7800,11840.32,13272.9,14064.0,14050
KHG,A,1820,4261.36,5114.08,5585.0,5580
POT,D,5510,8851.05,9814.0,10309.5,5510
KHP,C,4060,5467.97,5818.91,6012.0,5470
PPE,A,1120,3112.23,3898.69,4393.0,4390
KMR,B,1600,3091.2200000000003,3569.66,3856.0,3570
PPP,A,4340,7232.92,8069.52,8514.0,8510
KOS,B,13500,19364.55,20954.93,21760.65,20950
PPS,B,6040,8293.85,8898.55,9220.25,8900
KPF,B,3990,7159.17,8129.0,8637.85,8130
PPY,A,2790,5513.35,6392.0,6858.0,6860
KSB,B,11450,18789.59,20916.0,22038.95,20900
PRC,C,8670,12528.42,13609.13,14165.65,12550
PSC,C,6990,10879.9,11918.85,12535.75,10900
L10,C,2780,6376.6,7644.4,8339.0,6380
PSD,A,14100,21912.16,24348.36,25446.8,25450
PSE,A,3660,6905.8,7852.0,8378.0,8380
LAF,B,1460,4205.01,5269.0,5861.0,5270
PSW,A,4300,6663.97,7500.82,7942.85,7940
PTD,B,12400,15353.57,16094.42,16456.85,16100
LBM,A,27850,41172.0,44509.75,46619.5,46600
PTS,C,4620,6900.0,7632.46,7966.0,6900
LCG,C,4440,8050.73,9230.0,9962.65,8050
LCM,C,990,1717.72,1946.88,2071.0,1720
PV2,B,540,1302.56,1588.0,1774.0,1590
LDG,B,2660,4269.24,4680.0,4899.0,4680
PVB,C,4660,8169.62,9088.0,9615.1,8170
PVC,C,4150,6675.39,7527.34,7946.0,6680
LEC,C,2100,4290.95,5055.0,5540.950000000001,4290
PVG,B,7860,11511.25,12524.0,13039.75,12500
LGC,C,8460,18360.51,21743.79,23587.3,18350
PVL,B,1110,2371.28,2796.42,3021.7,2800
LGL,C,1680,2963.0,3438.62,3701.0,2960
PVS,B,9520,15679.37,17515.74,18469.95,17500
LHG,A,22950,34031.77,37044.0,38520.0,38500
LIX,B,33050,41127.38,43042.0,44107.0,43050
QHD,A,2510,8586.08,11044.43,12502.7,12500
QST,C,8670,10864.42,11380.52,11694.1,10850
LM8,C,4380,6484.35,7091.61,7457.35,6480
QTC,C,6360,9832.0,10716.35,11152.25,9830
LSS,B,2870,5691.94,6662.82,7275.700000000001,6660
RCL,B,6540,9732.0,10504.0,10923.0,10500
MCG,C,880,1698.71,1962.0,2117.0,1700
S55,C,13050,20432.84,22804.18,23977.2,20450
MCP,B,7430,12782.95,14159.7,14962.0,14150
S99,C,4560,8372.54,9568.86,10196.0,8370
MDG,C,2510,5034.41,5833.41,6311.0,5030
SAF,A,21200,32744.2,36355.86,38307.0,38300
MHC,A,3500,5817.0,6566.0,6959.0,6960
SCI,B,8700,15561.35,17671.05,18777.5,17650
MSH,A,51800,63883.2,67682.98,69704.2,69700
SD2,C,1890,3613.0,4104.0,4373.0,3610
MSN,B,74000,99289.0,106894.1,110849.2,106900
MWG,A,40900,67423.04,75026.74,79141.9,79100
SD4,D,1180,2152.91,2466.73,2648.55,1180
NAF,B,15400,21112.06,22506.88,23371.8,22500
SD5,C,5340,7563.47,8250.0,8602.0,7560
NAV,A,3640,7083.17,8255.0,8991.0,8990
SD6,C,1540,2535.25,2859.0,3039.25,2540
NBB,B,15850,24730.06,27280.06,28557.1,27300
SD9,C,4070,5752.0,6321.82,6612.0,5750
NCT,A,65600,74584.0,76740.25,77853.5,77900
SDA,B,2020,4862.77,5879.0,6497.0,5880
NHA,C,6580,13030.39,15128.51,16255.0,13050
SDC,C,2260,4237.93,4791.0,5100.0,4240
NHH,C,10200,17890.88,20224.64,21452.35,17900
SDN,B,9630,18318.1,20744.06,22102.0,20750
NKG,A,21700,31461.2,34111.8,35622.2,35600
SDT,C,2030,3359.0,3792.55,4024.0,3360
NLG,B,24650,31691.96,33836.36,34811.0,33850
SDU,C,4000,6107.0,6793.88,7144.0,6110
NNC,A,11500,16486.62,17770.43,18460.0,18450
SEB,A,13500,23773.0,26641.82,28225.1,28250
NSC,B,47350,60913.4,64248.6,66021.0,64200
SED,C,12050,15984.2,17021.12,17587.0,16000
NT2,A,11600,15203.76,16105.0,16561.0,16550
SFN,A,6480,12190.35,13811.81,14700.0,14700
NTL,A,15700,22906.72,24977.72,25983.1,26000
SGC,B,22800,40210.35,44834.35,47415.25,44850
NVL,B,47650,67880.36,73024.17,76144.85,73000
SGD,C,3050,5140.3,5756.0,6077.0,5140
NVT,D,3370,5163.01,5776.0,6130.05,3370
SGH,A,11350,18986.0,21241.0,22411.0,22400
SHE,C,6100,9233.0,10104.0,10550.0,9230
OGC,B,1880,3141.0,3505.96,3695.0,3510
SHN,C,6100,10163.0,11294.0,12007.0,10150
OPC,C,25700,34903.54,37959.81,39560.35,34900
PAC,B,20550,28069.98,29941.98,31077.0,29950
SIC,C,1380,3900.2,4867.32,5450.200000000001,3900
PAN,B,10600,17039.28,18792.0,19735.0,18800
SJ1,D,3820,7216.0,8281.0,8841.0,3820
PC1,C,17000,24753.11,26746.65,27968.55,24750
SJE,C,7750,11396.81,12292.0,12765.05,11400
PDN,A,38000,56741.84,61522.28,63911.2,63900
SLS,B,72600,106099.86,115311.49,120048.35,115300
PDR,B,45850,60172.29,64640.44,66900.7,64600
SMN,B,5650,8162.04,8800.0,9132.2,8800
PET,A,6220,11634.92,13433.76,14559.0,14550
SMT,C,2140,4677.9,5746.0,6344.0,4680
PGC,C,13300,19112.65,20582.8,21472.0,19100
SPI,A,1360,3346.0,4097.2,4560.0,4560
PGD,A,14900,23000.02,25064.06,26185.1,26200
SRA,A,3310,5087.66,5592.98,5851.0,5850
PHC,C,7770,10643.37,11609.11,12151.0,10650
SSM,B,1700,3210.7,3643.0,3871.0,3640
PHR,A,20400,30159.22,32997.1,34704.7,34700
STC,A,7110,10926.32,12186.0,12842.0,12850
PIT,C,1130,2425.36,2849.0,3080.8,2430
STP,B,2340,4188.0,4698.0,4969.15,4700
PJT,C,5780,8314.0,8979.0,9335.65,8310
SVN,B,920,2021.0,2373.61,2569.0,2370
SZB,A,19900,24504.02,25981.03,26712.0,26700
PLP,D,3190,6086.0,7012.49,7504.0,3190
TA9,C,6660,8982.18,9540.54,9887.95,8980
PLX,A,28350,37877.7,40058.22,41233.0,41250
TAR,B,10100,14270.48,15518.0,16173.4,15500
PME,A,45250,59461.48,62832.12,64534.8,64500
PMG,C,4410,7827.0,8872.0,9422.0,7830
PNC,C,3410,5248.31,5763.0,6029.0,5250
PNJ,A,52500,71050.6,75611.46,78066.3,78100
POM,C,4220,7765.25,8817.75,9434.0,7770
POW,B,5580,7837.16,8469.0,8806.8,8470
PPC,A,11050,15466.18,16524.54,17073.0,17050
PSH,C,6260,9246.0,10213.01,10733.0,9250
PTB,B,69900,89297.04,94739.14,97066.0,94700
PTC,Not enough data,1800,3859.6400000000003,4591.0,5061.05,Not enough data
PTL,B,1230,2624.6,3100.0,3357.0,3100
TC6,C,5770,9059.3,10231.6,10833.0,9060
PVD,B,9200,14084.2,15399.6,16201.2,15400
TDN,C,5830,9576.1,10682.09,11300.05,9580
PVT,A,10050,15029.05,16309.0,17123.05,17100
TDT,D,3170,6285.0,7177.0,7677.0,3170
PXI,C,700,1379.0,1596.49,1722.0,1380
TET,A,16300,19024.46,19657.0,19985.0,20000
TFC,D,2680,4656.76,5206.0,5501.0,2680
PXS,C,1570,2955.11,3429.0,3681.0,2960
THB,A,3780,6914.26,7792.0,8293.3,8290
QBS,B,990,1987.0,2285.0,2442.3500000000004,2280
THD,A,135800,166468.1,179673.02,185761.80000000002,185800
QCG,C,1720,3116.0,3548.0,3800.0,3120
THS,A,9310,14639.84,16446.84,17487.8,17500
