Ticker,Group,BreakFeven Price,1% at Risk,3% at Risk,5% at Risk,Proposed Price
CRE,A,7120,13087.460000000001,14915.73,15897.55,15900
DTD,A,11900,19178.05,21270.0,22386.05,22400
CSM,C,8570,11388.38,12267.0,12723.0,11400
DVG,B,2330,5156.0,6110.33,6644.0,6110
CSV,A,21200,30422.2,33289.0,34759.0,34750
DXP,A,6950,11112.0,12270.0,12915.0,12900
CTD,A,32750,44146.76,47876.83,49840.1,49850
DZM,D,2460,4396.06,4972.0,5325.0,2460
CTF,B,11450,14472.61,15213.0,15585.0,15200
CTI,C,6860,9949.630000000001,10805.63,11268.0,9950
EBS,B,4400,6172.0,6636.38,6878.0,6640
ECI,A,27550,35658.76,37605.12,38758.6,38750
CVT,B,8070,16211.2,18772.239999999998,20155.4,18750
EID,A,11900,16140.5,17277.15,17865.0,17850
D2D,A,18450,28720.78,31559.78,33035.3,33050
FID,A,860,2015.32,2402.92,2605.0,2600
DAG,D,2410,3651.0,3953.0,4122.0,2410
GDW,A,4640,9907.0,11670.3,12639.25,12650
DAH,C,2160,4221.0,4827.74,5160.0,4220
GIC,A,8560,12425.0,13749.03,14470.05,14450
DAT,B,4650,8919.56,10638.0,11592.4,10650
GKM,B,13250,18775.13,20267.96,21065.15,20250
DBC,B,22350,34660.4,37767.15,39431.5,37750
GLT,A,8590,16298.52,18474.0,19642.4,19650
DBD,A,27750,34664.72,36384.44,37327.6,37350
GMA,B,29050,41094.36,44130.64,45844.6,44150
DBT,C,5650,8556.54,9478.0,9991.7,8560
GMX,B,7660,12775.0,14158.02,14909.7,14150
DC4,B,5410,7870.0,8506.45,8868.0,8510
HAD,A,7460,10513.0,11395.0,11847.0,11850
DCL,C,14450,21155.0,23175.48,24262.6,21150
HAT,B,7860,11648.74,12701.0,13233.35,12700
DCM,A,7460,13186.26,14931.0,15922.3,15900
HCC,B,5660,7703.0,8239.0,8512.0,8240
DGC,A,76200,102775.86,111359.61,115600.1,115600
HCT,A,4200,6846.9,7829.7,8367.75,8370
HDA,B,13900,18344.55,19459.0,20137.0,19450
DGW,A,21350,45920.799999999996,53605.479999999996,58712.4,58700
DHA,A,26400,34710.8,36803.7,37929.0,37950
HEV,B,1330,3620.98,4735.0,5400.0,4740
DHC,A,47150,64688.22,69429.0,71863.2,71900
HGM,A,20700,27783.6,29591.8,30535.0,30550
DHG,A,59100,73652.88,77226.96,79016.6,79000
HHC,D,17000,32521.0,37390.65,39992.55,17000
DHM,B,8330,10232.52,10716.0,10956.6,10700
HHG,C,720,1606.9,1891.0,2044.0,1610
DIG,C,12050,19027.33,20890.32,22069.55,19050
HJS,A,14700,20686.6,22661.2,23698.0,23700
DLG,D,710,1711.4099999999999,2046.0,2236.0,710
HKT,B,1530,2842.0,3193.0,3399.0,3190
DMC,A,29850,39909.0,42477.19,43780.0,43800
HLC,D,2920,6113.0,7388.82,8088.0,2920
DPG,B,17250,29452.7,32852.8,35016.5,32850
HLD,B,16300,22358.35,24132.61,25053.0,24150
HMH,A,6570,9872.91,10730.19,11265.55,11250
DPM,A,10300,17884.8,20329.6,21619.0,21600
HOM,C,3240,5226.0,5935.35,6274.25,5230
DPR,A,40450,52248.659999999996,55835.88,57432.8,57400
HPM,B,6790,8451.99,8859.0,9065.0,8860
DQC,C,10350,14832.43,15946.0,16635.0,14850
HTC,A,13700,19804.260000000002,21430.26,22266.55,22250
DRC,A,14800,21693.8,23504.7,24451.0,24450
HTP,C,1780,6086.9,7899.0,8955.0,6090
DRH,C,5710,9901.07,11084.07,11724.0,9900
DRL,A,43300,50314.6,52344.0,53388.6,53400
HUT,C,3650,5709.71,6424.84,6808.85,5710
DSN,A,28150,33909.92,35293.76,35987.0,36000
HVT,B,17550,26827.55,29295.3,30737.0,29300
ICG,C,2020,3770.44,4252.0,4519.0,3770
DTA,C,7890,11115.7,12326.47,12919.0,11100
IDC,C,20950,30460.12,33751.54,35655.3,30450
DTL,C,17650,23876.760000000002,26025.72,27155.0,23900
IDJ,C,13800,21182.06,23420.1,24445.4,21200
DTT,B,8610,10735.67,11358.01,11649.0,11350
IDV,Not enough data,25900,37863.16,41027.56,42732.4,Not enough data
DVP,A,28550,38537.74,41083.22,42456.3,42450
INC,B,2500,4789.32,5427.0,5787.8,5430
DXG,A,7110,11365.04,12539.03,13160.1,13150
INN,B,20950,26967.61,28796.61,29756.75,28800
DXS,A,9610,14316.0,15847.02,16703.7,16700
ITQ,B,730,1968.54,2470.0,2805.0,2470
DXV,B,860,1719.0,2026.35,2203.0,2030
KDM,A,910,2003.0,2473.0,2741.0,2740
ELC,B,12700,18034.76,19495.23,20317.0,19500
KHS,B,6170,11610.07,13227.0,14060.15,13250
EMC,C,8110,12213.59,13233.0,13781.0,12200
EVE,B,7410,10797.0,11815.0,12311.0,11800
KKC,A,7680,13764.52,15770.52,16705.4,16700
EVG,A,4340,7018.95,7811.849999999999,8245.0,8240
KLF,B,1220,2066.0,2397.0,2596.0,2400
FCM,B,3450,4878.16,5282.0,5504.0,5280
KMT,B,3240,5391.33,5967.97,6266.0,5970
FCN,C,4200,7131.78,8048.62,8616.7,7130
KSD,B,470,1197.3600000000001,1459.08,1616.0,1460
KSQ,A,1260,2666.66,3088.4700000000003,3377.0,3380
FDC,B,2270,4995.4400000000005,5879.4400000000005,6374.4,5880
FIR,A,18700,25747.32,27587.84,28532.0,28550
KST,A,15750,20474.2,21712.6,22305.0,22300
FIT,A,3530,5661.0,6449.15,6888.0,6890
KTS,C,1910,4957.0,6173.639999999999,6978.4,4960
FLC,B,3750,5805.91,6547.91,6993.85,6550
KTT,C,880,2273.0,2800.26,3127.0,2270
FMC,B,22750,32835.3,35413.9,36729.5,35400
KVC,C,760,1809.45,2171.87,2358.0,1810
FPT,A,53400,69297.6,73455.36,75505.4,75500
L14,A,38900,57146.86,61973.05,64854.05,64900
L18,C,14550,22727.24,25550.399999999998,27176.0,22750
FRT,B,12050,21369.82,24175.46,25784.05,24200
L35,D,1410,2339.0,2607.0,2748.0,1410
FTM,D,1380,2137.94,2415.0,2590.0,1380
L40,C,7910,14613.64,16733.079999999998,17932.0,14600
GAB,B,166400,178750.0,181636.0,183065.0,181600
GAS,A,57700,79294.44,84702.44,87554.3,87600
L43,C,400,1224.0,1550.0,1736.0,1220
GDT,A,30350,40978.5,43582.75,45186.0,45200
L61,C,1170,2435.85,2843.5499999999997,3070.0,2440
GEG,C,8730,12330.78,13338.0,13903.0,12350
L62,C,2220,3266.0,3543.0,3690.0,3270
GEX,C,8760,13369.22,14664.66,15329.0,13350
LAS,B,6810,10566.64,11814.88,12448.0,11800
GIL,A,28450,42963.3,47118.0,49288.2,49300
LBE,C,7820,13747.89,15515.34,16454.0,13750
GMC,B,6190,10966.34,12765.0,13756.0,12750
LCD,C,6800,8315.9,8694.45,8891.0,8320
GMD,B,22850,32150.92,34742.68,35902.0,34750
LCS,D,700,1528.0,1793.0,1932.0,700
GSP,B,7200,10619.0,11491.8,12023.0,11500
LDP,C,3280,6024.0,6873.0,7325.0,6020
GTA,B,6770,10570.0,11555.619999999999,12125.0,11550
LHC,A,35100,51237.0,56384.4,59019.0,59000
GTN,A,6920,10428.89,11375.67,11876.0,11900
LIG,C,3270,5461.79,6171.93,6564.55,5460
GVR,A,15200,22360.760000000002,24795.72,26034.4,26050
LM7,D,480,1419.0,1744.0,1931.8000000000002,480
HAG,B,2070,2904.5,3185.0,3334.0,3180
LUT,Not enough data,870,2066.71,2478.0,2703.0,Not enough data
MAC,C,1920,3328.0,3751.67,3973.0,3330
MAS,C,10200,19296.87,22105.87,23550.45,19300
HAH,A,13350,26161.88,30416.23,32593.35,32600
MBG,A,1470,3472.0,4188.0,4625.0,4620
HAI,B,820,1625.0,1902.0,2063.9,1900
MCC,B,5980,7827.88,8295.0,8533.0,8300
HAP,B,5440,8091.0,9143.46,9654.0,9140
MCF,B,2880,4723.92,5296.0,5622.3,5300
MCO,C,330,953.0,1200.0,1339.0,950
HAR,B,1160,2266.0,2621.0,2808.0,2620
MDC,C,1910,4635.05,5875.0,6594.0,4640
HAS,B,4160,6744.21,7431.33,7801.1,7430
MED,C,9220,16801.58,18815.0,19877.3,16800
HAX,A,6800,10984.45,12164.07,12820.0,12800
MEL,B,5660,9264.29,10249.0,10867.35,10250
HBC,C,3790,7127.0,8182.0,8743.8,7130
MHL,D,410,1093.0,1367.0,1553.0,410
MIM,D,2130,4227.18,4835.77,5178.0,2130
HCD,B,1640,3667.0,4345.35,4719.25,4350
MKV,C,16600,21708.84,23112.76,23800.0,21700
HDC,B,39500,56075.6,60551.9,63135.75,60600
MST,C,6630,9751.35,10815.61,11370.35,9750
HDG,C,27100,39474.29,42950.87,44733.65,39450
NAG,C,4560,6416.24,6926.72,7178.2,6420
HHP,B,3600,6200.68,7089.0,7568.0,7090
NAP,A,2340,4864.4,5623.1,6019.0,6020
HHS,A,1570,3025.73,3499.0,3743.0,3740
NBC,C,10000,16108.24,17960.8,19024.2,16100
NBP,A,4800,7872.1,8756.2,9218.0,9220
HID,C,1120,2544.0,2999.76,3256.0,2540
NBW,A,1260,4775.88,6239.4400000000005,7114.4,7110
HII,B,6750,10674.22,11682.0,12185.05,11700
NDN,A,8920,13377.04,14536.0,15213.0,15200
HMC,A,13750,18763.0,20285.8,21052.2,21050
NDX,B,2880,4750.74,5213.0,5476.0,5210
HNG,D,2210,3610.0,3995.0,4209.700000000001,2210
NET,A,28900,37282.0,39933.36,41331.6,41350
NFC,A,5640,7655.64,8217.23,8476.1,8480
HOT,B,7010,12880.6,15139.0,16368.0,15150
NHC,A,11400,18788.71,20735.71,21767.7,21750
HPG,A,24500,35607.06,38655.44,40360.2,40350
NRC,B,7000,11382.0,12569.89,13286.0,12550
HPX,C,11350,17433.82,19116.73,20000.0,17450
NSH,C,4960,8362.5,9737.9,10455.5,8360
NST,B,2180,3818.0,4309.0,4573.0,4310
HQC,C,530,1275.0700000000002,1528.0,1670.0,1280
NTH,A,19100,27069.13,29103.0,30173.0,30150
HRC,C,5450,15064.94,18551.47,20573.9,15050
NTP,B,25950,35738.03,38159.03,39336.05,38150
HSG,A,11050,20466.71,23366.71,25059.550000000003,25050
OCH,C,860,2099.2200000000003,2604.0,2895.0,2100
ONE,C,2640,4143.0,4552.0,4801.0,4140
HSL,B,1640,3503.0,4107.25,4437.0,4110
PBP,B,2350,4811.3,5557.98,5946.0,5560
HT1,B,11800,16309.48,17666.88,18279.0,17650
PCE,A,7210,11294.23,12634.46,13290.05,13300
HTI,B,9520,13020.33,13885.0,14418.65,13900
PCG,B,1870,4354.0,5235.0,5720.0,5240
PCT,A,1280,2900.08,3489.0,3875.0,3880
HTL,B,6490,10606.56,11785.56,12409.6,11800
PDB,B,4860,7656.48,8438.0,8861.0,8440
HTN,B,15400,24553.58,26967.219999999998,28482.8,26950
PDC,D,620,1520.0,1861.0,2068.55,620
HTV,A,6660,9826.82,10582.46,11006.0,11000
PEN,C,3170,4957.17,5563.17,5838.0,4960
HU1,B,3270,5191.97,5904.91,6288.85,5900
PGN,B,6590,10277.32,11266.0,11877.3,11250
HU3,C,2810,4453.0,4872.0,5104.0,4450
PGS,C,13550,19907.4,21667.5,22616.5,19900
HUB,A,9680,15200.0,16748.0,17551.15,17550
PGT,A,2000,4507.78,5347.78,5836.65,5840
HVH,B,3440,5567.0,6183.0,6493.65,6180
PHN,A,14450,22001.02,24697.02,26176.7,26200
HVN,C,11600,16508.12,17794.18,18485.15,16500
PHP,A,10450,16521.92,18244.47,19172.15,19150
HVX,B,2420,4465.49,5062.49,5382.15,5060
PIA,A,10750,16076.25,17552.0,18310.75,18300
IBC,Not enough data,14600,17088.0,17721.0,18045.9,Not enough data
PIC,A,3300,5639.63,6336.0,6698.15,6700
ICT,C,9230,13793.7,15057.0,15699.0,13800
PJC,B,5160,9798.94,11071.41,11760.35,11050
IDI,B,1770,3162.0,3606.0,3883.0,3610
PLC,B,14750,24416.45,27058.7,28501.0,27050
IJC,B,10100,15786.62,17552.16,18531.05,17550
PMB,A,4750,7660.0,8568.0,9041.0,9040
ILB,C,14850,21159.5,23139.55,24144.75,21150
IMP,A,41300,53647.8,56602.05,58382.75,58400
PMC,A,27000,39177.52,42429.32,44115.4,44100
ITA,B,1720,3135.54,3595.0,3885.0,3600
PMP,C,5920,8645.16,9507.56,9941.6,8650
ITC,Not enough data,6670,9586.0,10395.0,10827.0,Not enough data
PMS,A,7520,11559.48,12944.0,13715.4,13700
ITD,C,9080,13105.08,14406.06,15072.6,13100
POT,D,4810,7858.0,8748.42,9211.0,4810
PPE,A,1150,3200.08,4020.0,4529.0,4530
JVC,Not enough data,1470,2767.04,3204.0,3453.0,Not enough data
PPP,A,4290,7156.76,7988.639999999999,8436.0,8440
KBC,B,9820,18691.0,21508.2,23015.0,21500
PPS,B,5920,8141.24,8736.96,9057.0,8740
KDC,B,39000,46530.14,48405.1,49345.7,48400
PPY,A,2970,5861.0,6777.7,7272.0,7270
KDH,A,23550,29986.67,31908.01,32946.45,32950
PRC,C,10100,14319.44,15522.76,16079.4,14300
KHG,A,1790,4250.82,5116.73,5594.0,5590
PSC,C,7130,11268.2,12366.4,12958.0,11250
KHP,C,4110,5519.0,5867.14,6066.0,5520
PSD,A,14200,21966.8,24415.56,25520.8,25500
KMR,B,1600,3100.0,3583.5699999999997,3869.0,3580
PSE,A,3970,7438.93,8463.93,9020.55,9020
KOS,B,13500,19347.99,20941.97,21747.9,20950
PSW,A,4500,6929.23,7770.69,8238.0,8240
KPF,B,3680,6599.0,7493.58,7967.0,7490
PTD,B,12400,15353.57,16094.42,16456.85,16100
KSB,B,11500,18996.92,21175.38,22303.6,21200
PTS,C,4690,6985.43,7722.29,8064.15,6990
L10,C,5350,8823.87,10065.61,10764.35,8820
PV2,B,490,1268.18,1558.0,1720.9,1560
PVB,C,4930,8606.06,9577.18,10124.0,8610
PVC,C,4310,6910.88,7779.639999999999,8212.7,6910
LAF,B,1500,4247.23,5318.6900000000005,5914.15,5320
PVG,B,8160,11881.56,12927.42,13432.4,12950
LBM,A,27700,41283.16,44681.87,46758.7,46750
PVL,B,880,1933.24,2280.0,2457.8,2280
LCG,C,4380,7981.0,9160.04,9895.0,7980
PVS,B,9700,15905.64,17789.32,18751.0,17800
LCM,C,940,1670.13,1890.0,2016.0,1670
QHD,A,2540,8629.72,11091.32,12551.400000000001,12550
LDG,B,2530,4093.76,4489.28,4705.0,4490
QST,C,8670,10864.42,11380.52,11694.1,10850
LEC,C,2240,4581.81,5392.0,5912.0,4580
QTC,C,6990,9949.0,10842.3,11307.5,9950
LGC,C,9440,20108.44,23724.16,25686.2,20100
RCL,B,6560,9782.23,10561.0,10984.0,10550
LGL,C,1700,2975.5,3454.0,3716.0,2980
S55,C,12400,19549.5,21773.0,22906.5,19550
LHG,A,22050,33224.58,36205.11,37641.95,37650
S99,C,4450,8188.0,9358.0,9977.0,8190
LIX,B,33300,41483.18,43432.08,44511.0,43450
SAF,A,20900,31547.88,35207.979999999996,37176.0,37200
SCI,B,8370,15008.57,17043.0,18123.95,17050
LM8,C,4410,6513.0,7121.0,7488.0,6510
SD2,C,1870,3489.0,3996.0,4264.0,3490
LSS,B,2860,5650.84,6606.76,7210.0,6610
MCG,C,890,1701.0,1966.0,2120.0,1700
SD4,D,1200,2173.0,2496.0,2676.0,1200
MCP,B,7430,12782.95,14159.7,14962.0,14150
SD5,C,5190,7375.36,8051.36,8385.6,7380
MDG,C,2390,4780.54,5540.62,5990.85,4780
SD6,C,1560,2578.11,2908.33,3094.0,2580
MHC,A,3420,5685.92,6418.44,6803.4,6800
SD9,C,3680,5285.4400000000005,5803.0,6071.0,5290
MSH,A,52100,64324.31,67764.44,69894.7,69900
SDA,B,2340,5322.0,6428.6,7145.0,6430
MSN,B,72800,97242.67,104826.0,108912.4,104800
SDC,C,2090,3939.0,4453.0,4740.6,3940
MWG,A,41100,67563.06,75203.24,79190.65000000001,79200
SDN,B,10950,20493.35,23211.07,24697.0,23200
NAF,B,15750,21540.06,22981.36,23863.9,23000
SDT,C,2010,3349.9,3776.7,4009.5,3350
NAV,A,3670,7121.47,8295.41,9034.35,9030
SDU,C,4000,6107.0,6793.88,7144.0,6110
NBB,B,13850,21544.19,23678.0,24842.45,23700
SEB,A,13100,23167.44,26011.62,27535.05,27550
NCT,A,65900,74946.45,77107.14,78229.45,78200
SED,C,12000,16010.2,17011.0,17606.0,16000
SFN,A,5920,11303.54,12863.24,13679.35,13700
NHA,C,6430,12728.0,14772.52,15873.0,12750
NHH,C,10200,17886.9,20222.35,21453.0,17900
SGC,B,22800,40210.35,44834.35,47415.25,44850
NKG,A,21850,31580.55,34140.75,35719.85,35700
SGD,C,3050,5140.3,5756.0,6077.0,5140
NLG,B,24250,31178.0,33318.5,34247.0,33300
SGH,A,11350,18986.0,21241.0,22411.0,22400
SHE,C,6200,9394.24,10283.0,10740.6,9390
NNC,A,11400,16352.0,17624.26,18306.0,18300
NSC,B,47550,61179.6,64536.3,66307.0,64500
SHN,C,5920,9882.56,10976.92,11677.0,9880
NT2,A,11650,15234.34,16134.0,16586.0,16600
NTL,A,15300,22411.86,24447.24,25434.7,25450
SIC,C,1390,3904.6000000000004,4870.16,5450.0,3900
NVL,B,47900,68218.08,73377.64,76516.8,73400
SJ1,D,3820,7216.0,8281.0,8841.0,3820
SJE,C,8170,11946.05,12875.0,13367.25,11950
NVT,D,3480,5284.65,5924.95,6280.25,3480
SLS,B,75500,110331.94,120090.88,125172.5,120100
OGC,B,1880,3132.0,3496.3199999999997,3687.0,3500
SMN,B,5560,8026.3,8651.0,8979.75,8650
OPC,C,25500,34803.62,37858.62,39452.4,34800
SMT,C,2590,5811.58,7103.74,7827.450000000001,5810
PAC,B,21800,29674.4,31579.32,32769.0,31600
SPI,A,2890,5542.72,6415.0599999999995,6853.5,6850
PAN,B,9800,15977.15,17568.27,18452.15,17550
SRA,A,3230,4962.0,5454.0,5707.0,5710
PC1,C,17350,25294.36,27320.44,28559.8,25300
SSM,B,1770,3324.0,3770.0,4005.0,3770
PDN,A,40050,59585.8,64521.2,67023.0,67000
STC,A,6760,10511.06,11738.74,12386.9,12400
PDR,B,42700,58281.82,62475.58,64565.7,62500
STP,B,2330,4143.96,4652.0,4922.0,4650
PET,A,6020,11233.95,12967.0,14052.0,14050
SVN,B,910,1987.72,2334.0,2529.0,2330
PGC,C,13700,19532.03,20984.0,21883.0,19550
SZB,A,19600,24139.1,25595.3,26320.75,26300
PGD,A,16150,24796.04,27044.03,28253.05,28250
TA9,C,6590,8931.0,9508.0,9859.0,8930
PHC,C,7040,10979.58,12019.96,12585.9,11000
TAR,B,10600,14964.2,16264.0,16957.1,16250
PHR,A,20400,30144.42,32974.13,34674.0,34650
PIT,C,1200,2555.0,3011.0,3258.3500000000004,2560
PJT,C,5960,8542.52,9222.0,9594.0,8540
PLP,D,3340,6339.78,7295.0,7803.0,3340
PLX,A,28300,37824.29,40000.87,41176.35,41200
PME,A,45400,59593.93,62963.66,64650.05,64700
PMG,C,4740,8389.64,9504.0,10091.2,8390
PNC,C,3290,5079.0,5577.02,5837.0,5080
PNJ,A,51900,70204.34,74695.53,77127.90000000001,77100
POM,C,4120,7574.38,8599.0,9196.0,7570
TC6,C,6940,10693.68,11950.32,12685.2,10700
POW,B,5780,8106.1,8753.0,9104.0,8750
TDN,C,6680,10837.48,12039.44,12703.4,10850
PPC,A,11000,15404.7,16454.2,17005.0,17000
TDT,D,3210,6342.01,7250.0,7745.1,3210
PSH,C,6270,9273.8,10237.0,10763.0,9270
TET,A,16300,19024.46,19657.0,19985.0,20000
PTB,B,67400,86458.48,91537.94,93882.6,91500
TFC,D,2500,4325.62,4835.0,5114.0,2500
PTC,Not enough data,1620,3526.9,4215.0,4658.0,Not enough data
THB,A,3580,6570.48,7433.0,7886.0,7890
PTL,B,1250,2534.0,2976.0,3258.0,2980
THD,A,134700,165718.4,179340.6,186523.7,186500
THS,A,9310,14639.84,16446.84,17487.8,17500
PVD,B,9380,14357.4,15708.1,16521.0,15700
THT,B,7070,11268.6,12504.8,13152.0,12500
PVT,A,9670,14505.0,15770.86,16562.1,16550
TIG,B,6220,9400.8,10430.119999999999,10973.6,10450
PXI,C,670,1369.0,1599.0,1723.0,1370
