Ticker,0% at Risk,1% at Risk,3% at Risk,5% at Risk,Group,Breakeven Price
HBC,5300,10100,11750,12700,C,10100
MIM,1770,3670,4240,4550,D,1770
HCD,2310,4980,5830,6290,B,5830
MKV,5060,7460,8100,8440,C,7460
HDC,44050,65500,72100,74900,B,72100
MST,7880,11550,12600,13150,C,11550
HDG,32700,48500,52900,54900,C,48500
MVB,8010,13100,14650,15550,Not enough data,8010
HHP,2730,5340,6160,6600,B,6160
NAG,6390,9040,9810,10200,C,9040
HHS,2600,4680,5410,5810,A,5810
NAP,1140,3200,4010,4460,A,4460
HID,1940,4130,4820,5200,C,4130
NBC,2440,5570,6660,7310,C,5570
HII,7210,11200,12300,12900,B,12300
NBP,5560,9170,10150,10750,A,10750
HMC,11650,16150,17550,18250,A,18250
NBW,4200,9130,10550,11350,A,11350
HNG,2560,4690,5310,5640,D,2560
NDN,6930,11200,12400,13050,A,13050
HOT,5760,12450,14600,15700,B,14600
NDX,3260,5640,6290,6630,B,6290
HPG,18250,27450,29950,31300,A,31300
NET,28350,36500,39100,40450,A,40450
HPX,12200,19200,21150,22150,C,19200
NFC,4840,7530,8400,8830,A,8830
HQC,990,2310,2750,2990,C,2310
NHC,12450,18750,20850,21950,A,21950
HRC,6170,16650,20400,22450,C,16650
NRC,7840,13800,15500,16600,B,15500
HSG,13850,20550,22400,23500,A,23500
NSH,1240,3480,4300,4760,C,3480
HSL,1820,3680,4260,4570,B,4260
NST,3220,5300,5860,6150,B,5860
HT1,12150,16500,17900,18650,B,17900
NTH,14900,22100,23900,24850,A,24850
HTI,9970,13450,14500,14950,B,14500
NTP,30350,41600,44500,46200,B,44500
HTL,3960,8360,9750,10500,B,9750
OCH,2850,4950,5580,5940,C,4950
HTN,6920,14850,17550,19050,B,17550
ONE,3100,4860,5350,5640,C,4860
HTV,5830,8770,9510,9890,A,9890
PBP,950,2930,3700,4120,B,3700
HU1,1740,4320,5200,5690,B,5200
PCE,7660,12150,13700,14450,A,14450
HU3,1900,3670,4250,4590,C,3670
PCG,810,2560,3220,3610,B,3220
HUB,15500,21900,23500,24500,A,24500
PCT,1100,2550,3090,3420,A,3420
HVH,2720,5250,6020,6420,B,6020
PDB,7660,11950,13400,14250,B,13400
HVN,10100,14350,15550,16250,C,14350
PDC,630,1820,2260,2510,D,630
HVX,1540,3040,3540,3830,B,3540
PEN,3390,5290,5950,6270,C,5290
IBC,14450,16750,17400,17700,Not enough data,14450
PGN,5370,8460,9290,9810,B,9290
ICT,7350,11200,12250,12800,C,11200
PGS,8680,13700,15150,15900,C,13700
IDI,3420,6440,7390,7900,B,7390
PGT,1500,3250,4000,4420,A,4420
IJC,10200,16450,18350,19400,B,18350
PHN,11500,21550,24400,26000,A,26000
ILB,14500,20600,22500,23500,C,20600
PHP,9840,15350,17150,18000,A,18000
IMP,44350,56000,59400,60900,A,60900
PIA,11450,16400,17750,18450,A,18450
ITA,3200,6230,7210,7730,B,7210
PIC,3960,6620,7390,7790,A,7790
ITC,8290,13050,14300,15050,Not enough data,8290
PJC,5600,10250,11550,12250,B,11550
ITD,4070,7580,8740,9420,C,7580
PLC,14050,23200,25750,27200,B,25750
JVC,1600,3400,3970,4270,Not enough data,1600
PMB,5180,8690,9870,10450,A,10450
KBC,11100,21950,25450,27350,B,25450
PMC,31600,43500,46650,48250,A,48250
KDC,36600,44200,46000,47000,B,46000
PMP,5090,8540,9530,10100,C,8540
KDH,23700,32650,35050,36300,A,36300
PMS,6370,10150,11500,12200,A,12200
KHG,4620,9000,10300,11150,A,11150
POT,7410,11200,12250,12900,D,7410
KHP,8200,11600,12650,13100,C,11600
PPE,1020,2840,3600,4070,A,4070
KMR,1500,3340,3940,4260,B,3940
PPP,5590,9330,10400,11000,A,11000
KOS,14350,20150,21700,22450,B,21700
PPS,6430,8970,9650,10000,B,9650
KPF,4600,8270,9400,9990,B,9400
PPY,3480,6990,7980,8550,A,8550
KSB,13950,22050,24300,25550,B,24300
PRC,6090,9260,10100,10600,C,9260
L10,3550,8780,10600,11550,C,8780
PSC,5730,9000,9910,10400,C,9000
LAF,2350,6800,8430,9320,B,8430
PSD,11400,17950,19800,20850,A,20850
LBM,18950,36100,41250,43950,A,43950
PSE,5980,9730,11000,11750,A,11750
LCG,4170,8840,10300,11100,C,8840
PSW,2460,6050,7360,8150,A,8150
LCM,1590,2740,3100,3320,C,2740
PTD,9930,13300,14200,14650,B,14200
LDG,2600,5470,6370,6850,B,6370
PTS,4840,7240,7850,8240,C,7240
LEC,2040,4740,5630,6120,C,4740
PV2,750,2140,2650,2930,B,2650
LGC,8270,17250,20400,22300,C,17250
PVB,5520,9560,10650,11250,C,9560
LGL,1850,3960,4630,4990,C,3960
PVC,2120,4800,5710,6240,C,4800
LHG,22200,32100,34650,36250,A,36250
PVG,5230,8220,9030,9530,B,9030
LIX,29300,36650,38450,39350,B,38450
PVL,3920,7250,8500,9110,B,8500
LM8,3290,6790,7880,8480,C,6790
PVS,7950,13950,15650,16550,B,15650
LSS,2410,5400,6380,6910,B,6380
QHD,1530,6310,8400,9670,A,9670
MCG,3220,5310,5990,6330,C,5310
QST,8170,10600,11200,11550,C,10600
MCP,12300,19050,20750,21700,B,20750
QTC,7480,11250,12200,12700,C,11250
MDG,2090,4580,5380,5810,C,4580
RCL,7770,11050,11950,12400,B,11950
MHC,2640,5260,6160,6690,A,6690
S55,5430,13000,15750,17450,C,13000
MSH,48450,64800,68900,71200,A,71200
S99,2700,6780,8190,8960,C,6780
MSN,77800,104500,112800,116700,B,112800
SAF,22150,34250,38050,40100,A,40100
MWG,42650,70200,78200,82400,A,82400
SCI,8970,16850,19350,20650,B,19350
NAF,11800,16250,17500,18150,B,17500
SD2,1350,3640,4470,4930,C,3640
NAV,4950,9860,11550,12550,A,12550
SD4,990,2490,3010,3300,D,990
NBB,6700,13650,15950,17350,B,15950
SD5,5440,7690,8450,8900,C,7690
NCT,60400,69400,71500,72600,A,72600
SD6,990,2510,3040,3320,C,2510
NHA,9740,21250,24850,26750,C,21250
SD9,4590,7240,8110,8540,C,7240
NHH,9480,17150,19500,20750,C,17150
SDA,3950,9780,11800,12900,B,11800
NKG,13950,21750,23950,25150,A,25150
SDC,2570,4620,5180,5480,C,4620
NLG,25000,36650,39700,41250,B,39700
SDG,2920,7880,9790,10850,Not enough data,2920
NNC,12100,16850,18050,18700,A,18700
SDN,11600,20950,23600,25000,B,23600
NSC,47350,61000,64400,66200,B,64400
SDT,1270,3010,3600,3920,C,3010
NT2,12350,16550,17650,18200,A,18200
SDU,3440,5300,6000,6360,C,5300
NTL,16250,24700,26950,28150,A,28150
SEB,12400,22400,25250,26750,A,26750
NVL,51200,73300,78900,82300,B,78900
SED,13200,16950,17850,18400,C,16950
NVT,1890,4170,4910,5310,D,1890
SFN,10200,14950,16550,17500,A,17500
OGC,1810,3640,4200,4500,B,4200
SGC,16050,28000,31500,33400,B,31500
OPC,25350,34550,37600,39150,C,34550
SGD,3200,5390,5970,6280,C,5390
PAC,18700,25550,27300,28250,B,27300
SGH,10800,18400,20650,21800,A,21800
PAN,7760,15300,17750,19050,B,17750
SHE,6240,9210,10000,10450,C,9210
PC1,16300,24700,27000,28150,C,24700
SHN,5300,8710,9650,10250,C,8710
PDN,35650,55100,60400,63200,A,63200
SIC,4810,9720,11200,12050,C,9720
PDR,55100,70800,75500,77800,B,75500
SJ1,3650,6760,7720,8230,D,3650
PET,6250,12650,14600,15650,A,15650
SJE,11800,16800,18050,18800,C,16800
PGC,9200,13900,15200,15900,C,13900
SLS,68300,98900,107400,111600,B,107400
PGD,12200,19350,21200,22150,A,22150
SMN,6210,8680,9420,9760,B,9420
PHC,5820,9240,10150,10700,C,9240
SMT,1740,4090,5130,5740,C,4090
PHR,31050,45500,49100,50900,A,50900
SPI,1610,3860,4680,5130,A,5130
PIT,1780,3400,3960,4280,C,3400
SRA,4210,6510,7150,7490,A,7490
PJT,5110,7420,8030,8350,C,7420
SSM,1140,2580,3080,3360,B,3080
PLP,3600,6930,8060,8720,D,3600
STC,7130,11050,12300,12950,A,12950
PLX,25400,35550,37950,39150,A,39150
STP,3800,5740,6400,6760,B,6400
PME,35400,51400,55400,57300,A,57300
SVN,610,1800,2250,2510,B,2250
PMG,4260,7690,8750,9310,C,7690
SZB,19000,24400,25750,26450,A,26450
PNC,3970,6220,6810,7130,C,6220
TA9,6210,8740,9380,9760,C,8740
PNJ,51700,67400,72000,74300,A,74300
TAR,14600,20600,22600,23750,B,22600
POM,3690,6540,7460,8000,C,6540
POW,4410,7810,8790,9290,B,8790
TC6,1570,3660,4440,4920,C,3660
PPC,10600,14950,16000,16550,A,16550
TDN,4080,7150,8030,8590,C,7150
PSH,3940,8220,9540,10250,C,8220
TDT,1640,4140,5090,5600,D,1640
PTB,50900,67200,71200,73600,B,71200
TET,17800,22800,24050,24700,A,24700
PTC,9280,16350,18550,19650,Not enough data,9280
TFC,3540,5950,6630,6990,D,3540
PTL,2720,5460,6420,6980,B,6420
THB,3680,6830,7720,8220,A,8220
PVD,6030,12000,13800,14750,B,13800
THD,143600,187800,197800,202900,A,202900
PVT,5960,10050,11550,12350,A,12350
THS,5020,7980,9070,9770,A,9770
PXI,1330,2390,2800,3020,C,2390
THT,4040,6960,7790,8320,B,7790
PXS,1760,3590,4150,4450,C,3590
TIG,11100,16100,17750,18750,B,17750
QBS,1590,3100,3570,3810,B,3570
TJC,4340,7700,8780,9400,A,9400
QCG,2370,4910,5710,6130,C,4910
TKC,1450,3740,4550,5000,D,1450
RAL,80800,114500,123300,128000,B,123300
TKU,4240,8830,10650,11750,B,10650
RDP,2530,5200,6040,6480,C,5200
TMB,1910,5110,6260,6910,A,6910
REE,34550,46800,49800,51600,A,51600
TMC,4530,6780,7390,7710,B,7390
RIC,5040,9530,10900,11750,C,9530
TMX,2770,5030,5720,6120,A,6120
ROS,1630,3090,3640,3940,C,3090
TNG,4800,11150,13250,14400,C,11150
S4A,18700,23400,24450,25000,C,23400
TPH,6020,8300,8850,9130,C,8300
SAB,76500,100100,106300,109500,A,109500
TPP,3230,5880,6690,7100,D,3230
SAM,4780,8700,9850,10500,C,8700
TSB,4000,5550,6030,6280,B,6030
SAV,6670,12350,14150,15100,B,14150
TST,1980,4280,4930,5300,C,4280
SBA,13100,15700,16300,16650,B,16300
TTC,6220,9130,9960,10400,A,10400
SBT,5340,10050,11500,12300,B,11500
TTH,600,1840,2310,2580,B,2310
SBV,7550,10700,11600,12050,C,10700
TTL,1190,3580,4490,5000,Not enough data,1190
SC5,4150,8760,10200,11000,C,8760
TTT,16500,24600,27250,28650,A,28650
SCD,8400,11600,12650,13200,B,12650
TTZ,660,1900,2360,2630,B,2360
SCR,3220,7050,8290,8950,B,8290
TV3,6700,10850,12050,12650,C,10850
SCS,88900,110200,115400,118100,A,118100
TV4,10500,13200,13900,14250,A,14250
SFC,7820,13000,14400,15100,A,15100
TVC,3570,7690,9100,9870,A,9870
SFG,4020,7420,8420,8950,B,8420
TVD,3570,6360,7170,7670,C,6360
SFI,36850,50100,53800,55500,A,55500
TXM,1060,2550,3060,3370,B,3060
SGN,46200,54400,56400,57400,A,57400
UNI,3000,6230,7560,8300,C,6230
SGR,5890,11850,13800,14800,B,13800
V12,4960,8250,9360,9930,C,8250
SGT,4940,10700,12550,13550,C,10700
V21,1810,4210,5040,5490,C,4210
SHA,2190,4080,4680,4990,C,4080
SHI,5350,8990,10000,10550,C,8990
VBC,8550,12700,14200,14950,C,12700
SHP,14450,18450,19700,20300,C,18450
VC1,5550,9080,10050,10650,C,9080
SII,2440,5570,6620,7180,C,5570
VC2,23750,35100,38100,39950,C,35100
VC3,24450,34750,37750,39250,B,37750
SJD,13750,16650,17300,17700,A,17700
VC6,4110,6610,7490,7980,C,6610
SJF,3690,6290,7120,7600,B,7120
VC7,2430,6520,7990,8810,C,6520
SJS,39650,54700,58800,61100,B,58800
VC9,1430,4110,5120,5670,D,1430
SKG,5010,8540,9540,10100,A,10100
VCC,7780,12650,14350,15200,C,12650
SMA,1470,3620,4360,4760,C,3620
VCM,6510,10300,11450,12050,B,11450
SMB,27900,33750,35150,35850,A,35850
VCS,58500,80200,85800,88700,A,88700
SMC,9100,18050,20800,22250,A,22250
VDL,4280,8680,9910,10650,Not enough data,4280
SPM,7760,11800,13000,13600,B,13000
SRC,9420,12750,13850,14450,D,9420
VE1,790,2070,2590,2880,A,2880
SRF,7760,10250,10900,11250,C,10250
VE2,5880,8920,9760,10200,C,8920
SSC,9840,18650,21000,22300,B,21000
VE3,1150,3480,4380,4880,C,3480
ST8,4670,7080,7690,8010,A,8010
VE4,2650,9420,12400,14150,C,9420
STG,13450,19400,21150,22100,A,22100
STK,32750,43400,46650,48350,A,48350
VE8,1010,2950,3670,4100,C,2950
SVC,53100,76800,84600,88900,B,84600
VGP,7290,13550,15300,16250,A,16250
SVD,2550,4620,5240,5610,C,4620
VGS,6440,13900,17000,18700,A,18700
SVI,24800,40250,44250,46400,B,44250
VHE,1190,3320,4110,4540,B,4110
SVT,5410,9010,10050,10600,A,10600
VHL,8440,12650,14150,14900,B,14150
SZC,14300,25900,30000,32250,B,30000
VIE,2690,4340,4870,5160,C,4340
SZL,34050,44850,47550,48900,A,48900
VIF,8550,12050,13200,13750,A,13750
TAC,36150,51000,54800,57100,B,54800
VIT,6570,10450,11500,12200,C,10450
TBC,19300,23850,24900,25550,A,25550
VKC,2250,4540,5450,5970,C,4540
TCD,7050,12650,14250,15300,B,14250
VLA,10050,18400,20850,22150,A,22150
TCH,4880,9440,10800,11550,A,11550
VMC,10650,15950,17500,18200,C,15950
TCL,18100,25700,27550,28750,A,28750
VMS,4110,7290,8240,8750,B,8240
TCM,26850,42350,46550,48750,B,46550
VNC,9690,17200,19200,20300,A,20300
TCO,5510,9890,11550,12500,A,12500
VNF,5060,10150,11750,12600,A,12600
TCR,1430,2660,3090,3320,C,2660
VNT,3290,12700,16850,19250,B,16850
TCT,18350,24350,26000,26800,A,26800
VSA,10300,16250,18200,19150,A,19150
TDC,5160,10350,11900,12750,D,5160
VSM,9090,14800,16350,17350,A,17350
TDG,1890,4210,4970,5380,C,4210
VTC,4980,8000,9000,9460,C,8000
TDH,2870,5410,6280,6780,A,6780
VTH,3200,5990,6780,7200,B,6780
TDM,18950,24950,26350,27200,A,27200
VTJ,490,1630,2090,2350,B,2090
TDP,10500,15400,16750,17450,C,15400
VTL,3610,6370,7090,7510,Not enough data,3610
TDW,7320,13650,16050,17300,A,17300
VTV,3030,4670,5280,5590,C,4670
TEG,3350,5830,6780,7310,A,7310
VXB,8620,13300,15100,16100,C,13300
TGG,10100,15900,18000,18900,A,18900
WCS,93400,129100,137100,141300,A,141300
THG,49700,65100,68900,71100,B,68900
X20,1420,3430,4270,4760,Not enough data,1420
THI,14900,19700,20900,21550,C,19700
PRE,10450,13650,14700,15200,B,14700
TIP,18650,28850,31450,32800,A,32800
PTI,14300,22750,25600,27050,B,25600
TIX,14300,20600,22550,23600,A,23600
PVI,22000,29850,32450,33950,A,33950
VNR,13650,20300,22200,23250,B,22200
TLD,2330,4920,5740,6170,C,4920
APS,4050,10400,12950,14500,B,12950
TLG,22800,30350,32450,33600,A,33600
ART,1250,3590,4470,4960,B,4470
TLH,3620,7700,9000,9700,A,9700
BVS,10700,19100,21850,23100,B,21850
TMP,29200,36600,38650,39650,A,39650
EVS,4760,11450,13850,15150,A,15150
TMS,33250,51700,56800,59500,A,59500
HBS,1270,3810,4770,5320,B,4770
TMT,2950,6440,7570,8170,C,6440
IVS,3000,6170,7450,8180,B,7450
TN1,10650,19000,21450,22800,A,22800
MBS,11800,20750,23500,24850,B,23500
TNA,4570,7280,7960,8330,B,7960
PSI,1810,4710,5770,6440,D,1810
TNC,4880,11700,14050,15300,A,15300
SHS,18100,29200,32600,34500,A,34500
TNH,17500,30500,34450,36500,A,36500
VIG,4260,7960,9320,10050,D,4260
TNI,1310,2890,3400,3680,B,3400
WSS,1610,4260,5200,5720,A,5720
TNT,3070,6590,7710,8310,A,8310
TPC,1440,3470,4160,4540,C,3470
TRA,51700,67900,71700,74000,A,74000
TRC,19400,29000,31350,32650,C,29000
TS4,1320,2100,2330,2450,Not enough data,1320
TSC,4850,8010,8980,9510,A,9510
TTA,6620,9250,10100,10550,C,9250
TTB,1820,3840,4480,4820,D,1820
TTE,1650,3460,4100,4480,C,3460
TTF,1930,4140,4840,5210,C,4140
TV2,25600,38350,41850,43650,B,41850
TVT,14000,18900,20550,21400,B,20550
TYA,10700,13750,14450,14900,B,14450
UDC,2070,4090,4750,5110,D,2070
UIC,32050,42850,45600,47000,A,47000
VAF,3060,5860,6780,7260,A,7260
VCA,6670,10150,11050,11600,A,11600
VCF,126800,166100,179000,185700,A,185700
VCG,22850,31300,33350,34350,C,31300
VDP,15900,22650,24550,25650,C,22650
VFG,24600,36850,40150,41950,B,40150
VGC,24550,34650,37900,39550,B,37900
VHC,17300,29700,33600,35850,B,33600
VHM,30200,45850,50200,52500,A,52500
VIC,47550,66000,70900,73400,B,70900
VID,1780,4130,4920,5340,B,4920
VIP,2370,4760,5500,5890,A,5890
VIS,4800,8350,9430,10000,B,9430
VJC,70700,91000,95600,98000,C,91000
VMD,7310,14900,17400,18750,B,17400
VNE,2680,5140,5880,6270,C,5140
VNG,6630,8930,9530,9830,B,9530
VNL,6900,12300,13850,14800,A,14800
VNM,47800,60300,63200,64900,A,64900
VNS,4830,6970,7630,7970,B,7630
VOS,6090,9920,11400,12050,A,12050
VPD,11200,14000,14650,15050,C,14000
VPG,45350,57200,60000,61500,A,61500
VPH,1690,3710,4370,4720,B,4370
VPI,31700,40000,42450,43700,D,31700
VPS,2800,5920,6990,7540,B,6990
VRC,4110,8400,9740,10450,B,9740
VRE,12500,18700,20250,21050,A,21050
VSC,9760,18200,20800,22200,A,22200
VSH,15250,20250,21450,22200,C,20250
VSI,5430,10500,12100,13000,C,10500
VTB,5550,7960,8530,8830,A,8830
VTO,2850,5350,6150,6590,B,6150
YBM,2140,4110,4700,5010,C,4110
YEG,4530,7940,8960,9550,C,7940
BIC,7370,13550,15350,16300,A,16300
BMI,16000,24600,26950,28300,A,28300
BVH,19300,30550,33850,35700,A,35700
MIG,10200,14850,16300,17000,A,17000
PGI,14950,20200,21800,22650,A,22650
AGR,4260,9150,10700,11550,B,10700
APG,4850,8910,10100,10800,B,10100
BSI,6320,14200,16950,18450,B,16950
CTS,6240,14050,16600,17950,A,17950
FTS,14350,26450,30400,32750,B,30400
HCM,14250,23450,26000,27500,A,27500
SSI,17000,28450,31650,33650,A,33650
TVB,4450,9010,10600,11600,A,11600
TVS,10800,19550,22100,23450,A,23450
VCI,14050,29550,34650,37600,A,37600
VDS,6860,14000,16250,17450,B,16250
VIX,6580,13200,15300,16450,B,15300
VND,13550,28800,33950,36700,A,36700
